Title ,TRANCHE,CG4:SCORE,CG3:STERIC,CG3:CLASH,CG3:Pro Desolve,CG3:Lig Desolve,CG3: Lig Desolv HB,CG4:HB,PSA,XLogP,N formal charges,HBA,HBD,Lipinski HBD,Max_ring_size,MW,N_ring_systems,N_rot_bonds,Formal Charge,
ZINC000820048660,DIAD,-7.178627,-9.756479,0.322795,3.612665,2.231483,-1.801193,-1.787899,58.56,5.09,0,1,2,2,6,313.39,2,6,0,
ZINC000858154105,DIAD,-7.15906,-8.375228,0.336472,3.173556,3.002133,-3.615368,-1.680625,57.78,5.02,0,2,2,2,6,319.83,2,6,0,
ZINC000857453643,DIAD,-7.157725,-7.286077,0.3481,2.868364,2.28326,-3.581458,-1.789914,57.78,5.04,0,2,2,2,5,317.47,3,6,0,
ZINC000900225456,DIAD,-7.137045,-6.437178,0.176589,2.230793,3.299135,-4.20774,-2.198644,57.78,5.03,0,2,2,2,6,323.79,2,5,0,
ZINC000677011981,DIAD,-7.114037,-9.851362,0.313102,3.61348,2.101842,-1.93073,-1.360371,50.36,5.05,0,2,2,2,6,324.5,2,8,0,
ZINC000527675127,DIAD,-7.109386,-7.946393,0.173422,2.715323,2.746547,-2.065815,-2.732471,53.6,5.1,0,2,2,2,6,308.37,2,6,0,
ZINC000854537180,DIAD,-7.070846,-9.233455,0.23133,3.690922,0.957557,-0.884684,-1.832516,50.36,5.24,0,1,2,2,6,310.39,3,6,0,
ZINC000544242300,DIAD,-7.056624,-9.831341,0.346337,3.811011,2.036767,-2.087657,-1.331741,58.95,5.12,0,2,2,2,6,320.47,2,8,0,
ZINC000622445276,DIAD,-7.052917,-6.833054,0.218414,2.918906,3.272361,-4.043239,-2.586306,57.78,5.2,0,2,2,2,6,319.48,2,6,0,
ZINC000544242534,DIAD,-7.048846,-9.138516,0.514159,3.398814,2.232826,-2.445258,-1.61087,58.95,5.12,0,2,2,2,6,320.47,2,8,0,
ZINC000677023799,DIAD,-7.009014,-9.277995,0.372898,2.967243,2.399076,-2.294035,-1.1762,50.36,5.05,0,2,2,2,6,324.5,2,10,0,
ZINC000777572917,DIAD,-7.006464,-9.198174,0.201425,3.262719,1.800692,-1.73678,-1.336344,50.36,5.03,0,2,2,2,6,314.78,2,6,0,
ZINC000677012342,DIAD,-6.950615,-9.28977,0.240948,3.173891,2.09957,-1.751022,-1.424232,50.36,5.05,0,2,2,2,6,324.5,2,8,0,
ZINC000867876094,DIAD,-6.943061,-7.727865,0.420515,3.314432,3.297308,-3.712828,-2.534624,57.78,5.05,0,2,2,2,6,309.83,3,6,0,
ZINC000794907013,DIAD,-6.911012,-8.624095,0.219427,3.439942,1.348187,-1.679863,-1.614609,50.36,5.3,0,2,2,2,6,324.42,3,7,0,
ZINC000677016550,DIAD,-6.897735,-8.005406,0.24972,2.344524,2.419934,-2.280464,-1.626042,50.36,5.01,0,2,2,2,6,324.5,2,10,0,
ZINC000734520455,DIAD,-6.894463,-8.123253,0.372786,3.136524,3.092814,-3.38372,-1.989614,54.02,5.03,0,2,2,2,6,323.86,2,8,0,
ZINC000734520457,DIAD,-6.859572,-7.996323,0.272323,2.705381,3.024636,-3.437379,-1.428211,54.02,5.03,0,2,2,2,6,323.86,2,8,0,
ZINC000292033848,DIAD,-6.845814,-6.795109,0.462593,3.003083,2.605412,-3.252646,-2.869147,70.67,5.04,0,3,2,2,6,314.43,2,10,0,
ZINC000303193238,DIAD,-6.845432,-8.585276,0.296565,3.118256,3.301149,-2.366802,-2.609325,57.78,5.02,0,2,2,2,6,315.39,3,5,0,
ZINC000622563623,DIAD,-6.84385,-8.350154,0.320471,2.504423,2.170046,-1.713091,-1.775545,54.02,5.22,0,2,2,2,6,321.48,3,7,0,
ZINC000476853790,DIAD,-6.809853,-5.548777,0.359216,2.123392,2.986713,-4.149814,-2.580583,57.78,5.23,0,2,2,2,6,305.46,2,6,0,
ZINC000779319591,DIAD,-6.799335,-8.436688,0.38993,2.447701,1.861042,-1.523412,-1.537909,50.36,5.3,0,2,2,2,6,324.42,3,7,0,
ZINC000543295213,DIAD,-6.784763,-8.963811,0.350881,3.425148,1.93824,-2.289314,-1.245908,58.95,5.12,0,2,2,2,6,320.47,2,8,0,
ZINC000777572919,DIAD,-6.728643,-10.621199,0.217063,3.878802,1.790826,-1.160242,-0.833893,50.36,5.03,0,2,2,2,6,314.78,2,6,0,
ZINC000742449197,DIAD,-6.714808,-10.207853,0.233173,4.231641,0.912624,-1.127092,-0.7573,56.73,5.08,0,2,2,1,6,324.44,3,4,0,
ZINC000064367838,DIAD,-6.704192,-10.118918,0.22245,3.534744,0.994956,-0.932936,-0.404488,56.73,5.28,0,2,2,1,6,324.44,3,5,0,
ZINC000622705557,DIAD,-6.685452,-5.84214,0.487489,3.353106,3.35158,-4.855761,-3.179726,57.78,5.02,0,2,2,2,6,305.46,2,5,0,
ZINC000322380464,DIAD,-6.616955,-8.231877,0.199177,2.249712,0.899754,-1.006523,-0.727198,57.78,5.06,0,2,2,2,6,313.44,2,7,0,
ZINC000544242535,DIAD,-6.610956,-9.648869,0.448776,4.157381,2.087995,-2.273951,-1.382288,58.95,5.12,0,2,2,2,6,320.47,2,8,0,
ZINC000322380466,DIAD,-6.594006,-9.580228,0.352232,3.443888,3.064259,-1.860921,-2.013235,57.78,5.06,0,2,2,2,6,313.44,2,7,0,
ZINC000677012345,DIAD,-6.55224,-9.406879,0.475226,3.811383,2.122352,-2.094604,-1.459718,50.36,5.05,0,2,2,2,6,324.5,2,8,0,
ZINC000544277889,DIAD,-6.497775,-9.642268,0.262857,3.817116,2.110433,-1.672991,-1.372922,58.95,5.15,0,2,2,2,6,320.47,2,8,0,
ZINC000857492764,DIAD,-6.491581,-8.025237,0.220891,2.412503,1.335977,-1.472518,-0.963198,50.36,5.25,0,2,2,2,6,318.45,2,7,0,
ZINC000742455506,DIAD,-6.454412,-9.7912,0.268457,3.638061,1.05087,-0.846001,-0.7746,56.73,5.38,0,2,2,1,6,324.87,2,7,0,
ZINC000728066496,DIAD,-6.406001,-7.787453,0.237192,2.713231,3.59847,-3.277732,-1.889709,66.91,5.02,0,3,2,2,6,318.44,2,9,0,
ZINC000322380465,DIAD,-6.401953,-8.084424,0.508018,3.461809,3.447142,-2.669419,-3.065078,57.78,5.06,0,2,2,2,6,313.44,2,7,0,
ZINC000054885234,DIAD,-6.393106,-8.960019,0.474825,3.380797,1.923753,-2.149009,-1.063452,61.69,5.61,0,2,2,2,6,302.41,2,4,0,
ZINC000527688890,DIAD,-6.381638,-6.929701,0.388746,2.567886,3.445493,-2.665024,-3.189037,53.6,5.1,0,2,2,2,6,308.37,2,6,0,
ZINC000622561671,DIAD,-6.352006,-8.573636,0.361117,3.294038,3.143038,-2.736621,-1.839942,54.02,5.22,0,2,2,2,6,321.48,3,7,0,
ZINC000747362950,DIAD,-6.289606,-9.246066,0.289669,3.878115,0.916366,-1.327529,-0.80016,56.73,5.28,0,2,2,1,6,324.44,3,5,0,
ZINC000543327684,DIAD,-6.280645,-9.599005,0.238535,3.551113,1.97983,-1.360431,-1.090688,58.95,5.26,0,2,2,2,6,320.47,2,8,0,
ZINC000742449187,DIAD,-6.269552,-9.387781,0.300142,3.658684,0.906362,-1.281766,-0.465193,56.73,5.08,0,2,2,1,6,324.44,3,4,0,
ZINC000303148299,DIAD,-6.258242,-7.909958,0.450474,3.316658,2.446636,-2.715625,-1.846427,70.67,5.02,0,3,2,2,6,320.82,2,7,0,
ZINC000812411762,DIAD,-6.251932,-9.394969,0.375989,3.09037,1.349571,-0.80092,-0.871972,50.36,5.18,0,2,2,2,6,312.41,2,9,0,
ZINC000049496157,DIAD,-6.169946,-6.781376,0.39888,2.292206,2.863885,-2.698085,-2.245456,57.78,5.07,0,2,2,2,5,318.22,2,6,0,
ZINC000518972377,DIAD,-6.156608,-7.707257,0.224088,3.03457,2.028067,-2.267769,-1.468309,50.36,5,0,2,2,2,6,324.5,2,11,0,
ZINC000544242533,DIAD,-6.14287,-9.377071,0.217125,2.936437,2.927482,-0.901038,-1.945806,58.95,5.12,0,2,2,2,6,320.47,2,8,0,
ZINC000543295212,DIAD,-6.065674,-9.114007,0.23196,2.897791,2.767671,-0.97851,-1.870579,58.95,5.12,0,2,2,2,6,320.47,2,8,0,
ZINC000322380467,DIAD,-6.035005,-7.897838,0.282728,2.624202,0.899663,-1.265232,-0.678527,57.78,5.06,0,2,2,2,6,313.44,2,7,0,
ZINC000742455953,DIAD,-6.017003,-9.9366,0.385926,4.479594,1.061034,-1.292321,-0.714637,56.73,5.16,0,2,2,1,6,318.48,2,6,0,
ZINC000728066492,DIAD,-5.9799,-7.714662,0.326708,2.863684,2.528963,-1.800259,-2.184334,66.91,5.02,0,3,2,2,6,318.44,2,9,0,
ZINC000742455954,DIAD,-5.94101,-10.050714,0.371532,3.770875,0.917916,-0.568555,-0.382064,56.73,5.16,0,2,2,1,6,318.48,2,6,0,
ZINC000920753593,DIAD,-5.892307,-8.667307,0.237237,2.537763,0,0,0,56.73,5.08,0,2,2,1,6,318.48,2,4,0,
ZINC000604299243,DIAD,-5.747746,-8.73531,0.408775,3.217206,1.110809,-0.698946,-1.050279,62.22,5.06,0,2,2,2,6,318.45,2,6,0,
ZINC000455128268,DIAD,-5.667118,-8.41418,0.322381,3.660726,1.925602,-2.050238,-1.111408,58.95,5.09,0,2,2,2,6,320.47,2,6,0,
ZINC000604299242,DIAD,-5.664789,-7.086947,0.181726,2.445055,1.199016,-1.097603,-1.306038,62.22,5.06,0,2,2,2,6,318.45,2,6,0,
ZINC000742455504,DIAD,-5.609283,-8.282097,0.233846,2.569409,0.922956,-0.846186,-0.207211,56.73,5.38,0,2,2,1,6,324.87,2,7,0,
ZINC000054885348,DIAD,-5.54308,-7.865324,0.247351,3.070287,1.980262,-1.35241,-1.623246,61.69,5.35,0,2,2,2,6,322.4,3,4,0,
ZINC000747363491,DIAD,-5.542158,-8.660489,0.140719,2.977611,0,0,0,56.73,5.3,0,2,2,1,6,324.87,2,5,0,
ZINC000604793270,DIAD,-5.411759,-8.279032,0.22133,3.271941,3.084865,-1.960481,-1.750383,66.91,5.02,0,3,2,2,6,310.46,2,7,0,
ZINC000747363490,DIAD,-5.232937,-8.231729,0.15693,2.841212,0.000649,0,0,56.73,5.3,0,2,2,1,6,324.87,2,5,0,
ZINC000920753592,DIAD,-4.961385,-8.618832,0.221243,3.140976,0.309784,0,-0.014556,56.73,5.08,0,2,2,1,6,318.48,2,4,0,
ZINC000820199033,EDAD,-6.652267,-9.438796,0.377084,2.956083,2.943958,-1.594349,-1.896247,78.51,5.02,0,3,2,2,6,349.45,2,8,0,
ZINC000816701387,EDAD,-6.583917,-7.913406,0.237099,2.655915,3.194326,-2.767795,-1.990057,91.39,5.15,0,3,2,2,6,329.37,2,6,0,
ZINC000820199443,EEAD,-8.694468,-9.997757,0.30787,3.082889,1.909476,-1.764582,-2.232364,91.32,5.12,0,3,3,3,6,343.4,2,8,0,
ZINC000848115707,EEAD,-7.361131,-9.222092,0.27816,3.076553,3.459561,-2.328174,-2.625139,75.27,5.33,0,3,2,2,6,334.43,2,7,0,
ZINC000816699530,EEAD,-6.775814,-9.024821,0.171596,2.471262,2.471473,-1.37754,-1.487785,75.27,5.18,0,3,2,2,6,342.41,2,8,0,
ZINC000887712739,EEAD,-5.879685,-9.043907,0.223285,3.115884,2.451614,-0.929599,-1.696962,78.51,5.01,0,3,2,2,6,335.42,2,7,0,
ZINC000816700248,EFAD,-9.082726,-10.457855,0.212379,3.238512,1.651038,-2.034256,-1.692544,71.09,5.51,0,3,2,2,6,331.36,2,8,0,
ZINC000848114174,EFAD,-8.173831,-9.397643,0.390168,3.402331,3.000498,-3.746969,-1.822216,87.32,5.02,0,3,2,2,6,346.42,2,8,0,
ZINC000848114176,EFAD,-8.015919,-9.269218,0.330927,4.114362,3.311527,-3.429357,-3.074161,87.32,5.02,0,3,2,2,6,346.42,2,8,0,
ZINC000752641508,EFAD,-7.919,-7.004176,0.2813,2.084123,3.243971,-3.675023,-2.849194,70.56,5.02,0,3,2,2,6,341.45,3,6,0,
ZINC000820163007,EFAD,-7.375607,-8.801946,0.296424,3.187969,1.804172,-2.334378,-1.527849,67.43,5.45,0,2,2,2,6,328.41,2,9,0,
ZINC000816699812,EFAD,-7.150515,-9.031489,0.309811,3.471498,2.096784,-1.136192,-2.860927,78.43,5.52,0,2,3,3,6,344.31,2,7,0,
ZINC000816698580,EFAD,-6.976339,-9.046014,0.195117,2.926027,1.694248,-1.122818,-1.6229,75.27,5.41,0,3,2,2,6,342.41,2,7,0,
ZINC000816701278,EFAD,-6.917552,-8.873553,0.320811,2.790922,1.58313,-1.109208,-1.629654,75.27,5.25,0,3,2,2,6,346.38,2,7,0,
ZINC000816698697,EFAD,-6.852129,-9.811312,0.392654,3.787179,2.720368,-2.118735,-1.822283,75.27,5.25,0,3,2,2,6,346.38,2,7,0,
ZINC000861794885,EFAD,-6.815635,-9.268079,0.352187,3.592924,1.820187,-1.741371,-1.571483,67.43,5.92,0,2,2,2,6,328.41,2,10,0,
ZINC000816697402,EFAD,-6.809836,-9.936586,0.433428,3.964354,2.713758,-2.0717,-1.913089,75.27,5.41,0,3,2,2,6,342.41,2,7,0,
ZINC000816698027,EFAD,-6.793724,-8.697591,0.245135,3.111871,1.866976,-1.671207,-1.648908,75.27,5.12,0,3,2,2,6,328.39,2,7,0,
ZINC000816701239,EFAD,-6.739005,-8.806872,0.256431,2.99684,2.188069,-1.553253,-1.820219,75.27,5.59,0,3,2,2,6,346.38,2,7,0,
ZINC000816698804,EFAD,-6.717613,-9.926245,0.49143,4.023187,2.763844,-2.171479,-1.89835,75.27,5.12,0,3,2,2,6,328.39,2,7,0,
ZINC000816700949,EFAD,-6.53437,-8.213145,0.252931,2.525533,1.60691,-1.187894,-1.518706,75.27,5.41,0,3,2,2,6,342.41,2,7,0,
ZINC000820198952,EFAD,-6.527262,-8.450012,0.238425,3.044206,2.899758,-1.742721,-2.516918,67.43,5.27,0,2,2,2,6,340.35,2,9,0,
ZINC000820199304,EFAD,-6.447284,-8.117407,0.161296,3.513799,2.45505,-2.452668,-2.007354,85.08,5.09,0,3,3,2,6,339.41,2,8,0,
ZINC000816700199,EFAD,-6.397817,-10.150023,0.364066,3.997332,1.420685,-0.653248,-1.376629,75.27,5.25,0,3,2,2,6,346.38,2,7,0,
ZINC000820163008,EFAD,-6.279382,-8.545453,0.421762,3.369262,1.799489,-1.668517,-1.655925,67.43,5.45,0,2,2,2,6,328.41,2,9,0,
ZINC000816700212,EFAD,-6.156389,-8.066007,0.449539,3.672004,2.297212,-2.737394,-1.771744,75.27,5.28,0,3,2,2,6,348.44,2,8,0,
ZINC000066278243,EFAD,-6.129805,-8.485881,0.351789,2.910882,0.916307,-1.045045,-0.777857,70.56,5.08,0,3,2,2,6,337.42,2,8,0,
ZINC000816701105,EFAD,-6.108533,-9.993339,0.19061,2.977877,2.882401,-1.221804,-0.944278,75.27,5.19,0,3,2,2,6,334.41,2,7,0,
ZINC000816699256,EFAD,-6.000058,-9.141521,0.239877,3.388981,2.756598,-1.646062,-1.597931,58.2,5.2,0,2,2,2,6,326.41,2,9,0,
ZINC000066278240,EFAD,-5.939175,-7.714859,0.189498,3.058728,1.237326,-1.041403,-1.668465,70.56,5.08,0,3,2,2,6,337.42,2,8,0,
ZINC000888561453,EFAD,-5.896879,-6.722576,0.296555,1.804359,2.124659,-1.582702,-1.817174,70.67,5.1,0,2,2,2,6,329.39,2,8,0,
ZINC000816698556,EFAD,-5.869499,-9.08248,0.433926,3.220522,2.400389,-1.592498,-1.249357,75.27,5.25,0,3,2,2,6,346.38,2,7,0,
ZINC000816700615,EFAD,-5.858507,-8.845821,0.303246,3.064544,2.260087,-1.475171,-1.165391,75.27,5.41,0,3,2,2,6,342.41,2,7,0,
ZINC000816699257,EFAD,-5.823629,-8.583056,0.33035,3.473177,1.877834,-1.372414,-1.549519,58.2,5.2,0,2,2,2,6,326.41,2,9,0,
ZINC000848113895,EFAD,-5.817257,-7.391309,0.227784,2.499903,3.175824,-2.128835,-2.200623,83.98,5.09,0,4,2,2,6,334.44,2,9,0,
ZINC000779320427,EFAD,-5.816806,-10.001976,0.289774,3.624867,1.798165,-0.446915,-1.080721,76.66,5.07,0,4,2,2,6,338.44,3,8,0,
ZINC000820163005,EFAD,-5.67891,-8.828309,0.218989,3.697807,1.767659,-1.308053,-1.227003,67.43,5.45,0,2,2,2,6,328.41,2,9,0,
ZINC000820163006,EFAD,-5.648667,-5.766478,0.224701,1.939271,2.497433,-2.86838,-1.675214,67.43,5.45,0,2,2,2,6,328.41,2,9,0,
ZINC000135309350,EFED,-5.410655,-7.989661,0.199556,3.092624,1.282093,-1.218352,-0.776915,65.96,5.01,0,2,2,1,6,342.34,2,5,0,
ZINC000743582330,EGAD,-7.800308,-8.291341,0.420463,2.236378,3.200927,-2.535935,-2.8308,70.56,5.31,0,3,2,2,6,341.45,3,6,0,
ZINC000768454071,EGAD,-7.529672,-8.345638,0.380266,2.909444,3.868664,-3.39859,-2.943817,85.41,5.02,0,3,3,2,6,328.44,3,5,0,
ZINC000804816157,EGAD,-7.452914,-7.652775,0.454868,2.89443,3.311125,-3.079194,-3.381369,70.56,5.06,0,3,2,2,6,341.45,3,5,0,
ZINC000768438145,EGAD,-7.449843,-8.550548,0.502403,3.032169,3.880207,-3.525076,-2.788999,85.41,5.22,0,3,3,2,6,328.44,3,6,0,
ZINC000814754541,EGAD,-7.440736,-8.714064,0.282873,2.824742,3.759713,-2.885346,-2.708653,85.41,5.09,0,3,3,2,6,340.45,4,4,0,
ZINC000814248127,EGAD,-7.231499,-8.837835,0.496529,3.281083,3.853395,-3.029433,-2.995236,85.41,5,0,3,3,2,6,340.45,4,5,0,
ZINC000814754539,EGAD,-7.22729,-8.040344,0.542537,3.178332,3.86408,-3.737882,-3.034013,85.41,5.09,0,3,3,2,6,340.45,4,4,0,
ZINC000764343664,EGAD,-7.21595,-7.511725,0.254814,2.340461,2.835028,-2.687749,-2.446779,70.56,5.24,0,3,2,2,6,349.43,3,9,0,
ZINC000768456112,EGAD,-7.189221,-8.013999,0.51863,3.190782,3.839106,-3.682232,-3.041509,85.41,5.14,0,3,3,2,6,340.45,4,4,0,
ZINC000743582328,EGAD,-7.163734,-7.478605,0.191648,2.561964,3.248062,-2.886676,-2.800128,70.56,5.31,0,3,2,2,6,341.45,3,6,0,
ZINC000768438143,EGAD,-6.999657,-7.676673,0.527788,2.708853,3.894653,-3.434944,-3.019332,85.41,5.22,0,3,3,2,6,328.44,3,6,0,
ZINC000898741392,EGAD,-6.907901,-7.606721,0.185687,2.158997,2.782061,-2.115248,-2.312677,70.56,5.15,0,3,2,2,6,335.48,2,9,0,
ZINC000863312942,EGAD,-6.906321,-7.486044,0.238407,2.420619,2.099779,-2.361441,-1.81764,85.41,5.07,0,3,3,2,6,346.47,3,6,0,
ZINC000768454070,EGAD,-6.894939,-7.596154,0.46406,3.082682,3.864884,-3.656497,-3.053914,85.41,5.02,0,3,3,2,6,328.44,3,5,0,
ZINC000764343666,EGAD,-6.815525,-7.924611,0.211513,2.512994,2.69881,-1.968716,-2.345513,70.56,5.24,0,3,2,2,6,349.43,3,9,0,
ZINC000816699948,EGAD,-6.814523,-8.549669,0.169942,3.309108,1.531441,-1.502538,-1.772806,71.09,5.39,0,3,2,2,6,333.45,2,9,0,
ZINC000814754542,EGAD,-6.760567,-8.598064,0.376581,3.483257,2.305911,-2.310575,-2.017676,85.41,5.09,0,3,3,2,6,340.45,4,4,0,
ZINC000898741394,EGAD,-6.703152,-8.757854,0.36224,2.603454,3.362105,-2.631922,-1.641176,70.56,5.15,0,3,2,2,6,335.48,2,9,0,
ZINC000887936980,EGAD,-6.671041,-9.971103,0.383739,3.667719,2.616815,-1.812874,-1.555336,68.18,5.64,0,2,2,2,6,344.38,2,10,0,
ZINC000898741854,EGAD,-6.610674,-8.079706,0.393237,3.390496,3.411154,-3.3753,-2.350554,70.56,5.12,0,3,2,2,6,333.47,3,7,0,
ZINC000814754546,EGAD,-6.595942,-10.300757,0.295827,3.556575,2.110094,-1.097335,-1.160347,85.41,5.09,0,3,3,2,6,340.45,4,4,0,
ZINC000887695511,EGAD,-6.424049,-10.097796,0.333687,3.736039,3.392355,-1.667096,-2.121238,61.44,5.58,0,2,2,2,6,327.42,2,7,0,
ZINC000758411627,EGAD,-6.407,-7.324431,0.339603,2.488126,2.258086,-2.322418,-1.845965,85.41,5.22,0,3,3,2,6,328.44,3,6,0,
ZINC000898741853,EGAD,-6.375091,-5.977396,0.373718,2.19056,3.090836,-4.173165,-1.879644,70.56,5.12,0,3,2,2,6,333.47,3,7,0,
ZINC000888253209,EGAD,-6.352836,-8.203212,0.156196,2.553066,2.277709,-1.449224,-1.687371,75.27,5.47,0,3,2,2,6,334.43,2,7,0,
ZINC000912469441,EGAD,-6.283964,-5.283394,0.244472,2.289616,3.081964,-3.059347,-3.557275,70.56,5.05,0,3,2,2,6,349.86,2,9,0,
ZINC000888253199,EGAD,-6.234494,-7.823307,0.227182,2.292316,2.047327,-1.405125,-1.572888,75.27,5.28,0,3,2,2,6,334.43,2,7,0,
ZINC000887644098,EGAD,-6.154049,-9.149521,0.50733,4.039927,3.156593,-1.947128,-2.76125,61.44,5.59,0,2,2,2,6,327.42,2,7,0,
ZINC000887776182,EGAD,-6.153568,-8.627788,0.442527,2.988596,2.803576,-1.496817,-2.263661,75.27,5.53,0,3,2,2,6,348.46,2,8,0,
ZINC000845295599,EGAD,-6.120553,-10.027299,0.236635,3.43733,1.292727,-0.442895,-0.617051,65.96,5.06,0,2,2,1,6,346.37,2,6,0,
ZINC000887695512,EGAD,-6.113694,-8.185447,0.578675,3.992045,2.706323,-2.705169,-2.500121,61.44,5.58,0,2,2,2,6,327.42,2,7,0,
ZINC000887674079,EGAD,-6.076335,-8.998317,0.298133,4.497093,2.695534,-2.054695,-2.514084,61.44,5.3,0,2,2,2,6,327.42,2,7,0,
ZINC000887874455,EGAD,-6.063475,-8.899673,0.381874,2.7799,2.147652,-1.327702,-1.145526,89.28,5.35,0,4,2,2,6,348.78,2,9,0,
ZINC000781615009,EGAD,-6.048386,-9.584668,0.253101,3.153133,0.142163,-0.000001,-0.012114,74.55,5.08,0,3,2,1,6,334.48,3,4,0,
ZINC000887644097,EGAD,-6.015863,-9.9949,0.286373,3.702349,2.511883,-1.319505,-1.202064,61.44,5.59,0,2,2,2,6,327.42,2,7,0,
ZINC000848116249,EGAD,-5.8067,-7.806038,0.160273,2.724025,1.624259,-1.10939,-1.399829,61.44,5.04,0,2,2,2,6,341.45,2,9,0,
ZINC000887644096,EGAD,-5.755807,-7.31734,0.573698,3.550953,2.889969,-2.158609,-3.294478,61.44,5.59,0,2,2,2,6,327.42,2,7,0,
ZINC000028218560,EGAD,-5.667813,-9.149801,0.327883,3.150142,2.095548,-1.378906,-0.712678,65.96,5.06,0,2,2,1,6,346.37,2,6,0,
ZINC000912469443,EGAD,-5.281287,-7.001462,0.367846,3.036578,3.373392,-3.246102,-1.811539,70.56,5.05,0,3,2,2,6,349.86,2,9,0,
ZINC000814735806,EGAD,-5.034924,-8.889911,0.282844,3.483492,0.08865,0,0,74.55,5.01,0,3,2,1,6,334.48,3,5,0,
ZINC000814735813,EGAD,-4.951405,-7.908135,0.155956,2.524694,0.276081,0,0,74.55,5.01,0,3,2,1,6,334.48,3,5,0,
ZINC000887868180,EGAD,-4.256693,-7.865935,0.329204,2.480493,3.469206,-1.397451,-1.272209,70.67,5,0,2,2,2,6,343.42,2,9,0,
ZINC000194585624,EGED,-7.753779,-8.339903,0.279285,3.10307,1.660539,-2.1188,-2.337972,61.8,5.12,0,2,2,2,6,325.36,3,3,0,
ZINC000531761048,EGED,-7.52213,-7.144393,0.545678,3.488754,3.019598,-3.811381,-3.620387,57.78,5,0,2,2,2,6,343.42,3,5,0,
ZINC000433490608,EGED,-7.503802,-9.779544,0.401394,4.239346,2.119976,-1.599313,-2.88566,64.35,5.03,0,1,3,2,6,348.32,2,5,0,
ZINC000045611302,EGED,-6.910473,-9.10047,0.238848,3.354203,1.848409,-2.104181,-1.147283,50.36,5.06,0,1,2,2,6,348.32,2,7,0,
ZINC000045611015,EGED,-6.908925,-9.021808,0.347248,3.268259,2.368575,-2.583775,-1.287423,50.36,5.06,0,1,2,2,6,348.32,2,7,0,
ZINC000178820110,EGED,-6.857563,-8.3522,0.301773,3.396505,1.349903,-1.863229,-1.690315,50.36,5.27,0,1,2,2,6,348.32,2,6,0,
ZINC000520104070,EGED,-6.762515,-7.295984,0.305537,3.312287,2.136107,-2.14226,-3.078202,58.2,5.05,0,2,2,2,6,348.44,2,7,0,
ZINC000520104069,EGED,-6.403902,-7.892755,0.332648,3.112853,2.067575,-1.60588,-2.418343,58.2,5.05,0,2,2,2,6,348.44,2,7,0,
ZINC000520104071,EGED,-6.341685,-7.471813,0.263832,3.394936,2.139867,-2.049317,-2.61919,58.2,5.05,0,2,2,2,6,348.44,2,7,0,
ZINC000135559603,EGED,-6.241033,-8.232091,0.236637,2.466002,2.400053,-0.827695,-2.283938,64.35,5.03,0,1,3,2,6,348.32,2,5,0,
ZINC000790236176,EGED,-6.196877,-8.031407,0.24815,2.756208,0.940978,-1.231571,-0.879235,56.73,5.43,0,2,2,1,6,340.83,3,3,0,
ZINC000077765837,EGED,-6.183043,-9.49021,0.324606,3.077589,2.727507,-1.210734,-1.611801,58.2,5.07,0,2,2,2,6,346.42,3,5,0,
ZINC000520104072,EGED,-6.143378,-7.372888,0.357861,3.332098,2.120854,-2.005611,-2.575692,58.2,5.05,0,2,2,2,6,348.44,2,7,0,
ZINC000531761047,EGED,-6.1129,-6.969769,0.314404,3.113925,2.099395,-2.60243,-2.068424,57.78,5,0,2,2,2,6,343.42,3,5,0,
ZINC000790230182,EGED,-6.081207,-7.785027,0.281258,2.620023,1.00671,-1.364894,-0.839276,56.73,5.43,0,2,2,1,6,340.83,3,3,0,
ZINC000790231930,EGED,-5.977743,-8.957225,0.18271,3.362834,1.531847,-1.3149,-0.783009,56.73,5.43,0,2,2,1,6,340.83,3,3,0,
ZINC000135244083,EGED,-5.975615,-5.944105,0.181302,1.884783,2.028647,-1.656554,-2.469688,61.03,5.06,0,2,2,1,6,331.34,2,4,0,
ZINC000772828476,EGED,-5.86771,-7.776184,0.343023,2.571789,0.982533,-1.276594,-0.712277,56.73,5.43,0,2,2,1,6,340.83,3,3,0,
ZINC000771145847,EGED,-5.689083,-7.766696,0.309351,2.893878,0.935591,-1.181254,-0.879953,56.73,5.25,0,2,2,1,6,338.4,3,3,0,
ZINC000754268249,EGED,-5.684041,-8.74622,0.374135,2.878931,1.799428,-1.465985,-0.52433,56.73,5.43,0,2,2,1,6,340.83,3,3,0,
ZINC000764440047,EGED,-5.574086,-9.096659,0.250725,1.94432,2.988157,-1.289715,-0.370914,62.45,5.27,0,3,2,2,6,336.41,3,7,0,
ZINC000771133604,EGED,-5.501453,-7.26936,0.265209,2.567392,0.960637,-1.244197,-0.781136,56.73,5.25,0,2,2,1,6,338.4,3,3,0,
ZINC000135260596,EGED,-5.432642,-7.20712,0.300039,2.672822,0.96052,-1.306856,-0.852048,56.73,5.08,0,2,2,1,6,342.37,3,3,0,
ZINC000808052084,EGED,-5.397045,-7.624477,0.433163,2.463363,1.799195,-1.840664,-0.627625,56.73,5.01,0,2,2,1,6,340.37,2,5,0,
ZINC000135260738,EGED,-5.378895,-6.910596,0.222334,2.48162,0.922653,-1.274803,-0.820103,56.73,5.08,0,2,2,1,6,342.37,3,3,0,
